k1,k2,seed,kind,theta_weighted_mean_deg,theta_unweighted_mean_deg,n_deltas_used,n_states_used,repeat
64,4,11,data,27.316302481554118,27.686054229736328,817279,64,
64,4,11,shuffled,37.235986639714376,37.233062744140625,817279,64,0.0
64,4,11,shuffled,37.26741081044528,37.2742919921875,817279,64,1.0
64,4,11,shuffled,37.31988471586282,37.318077087402344,817279,64,2.0
64,4,11,shuffled,37.21688705629843,37.213382720947266,817279,64,3.0
64,4,11,shuffled,37.27842132681818,37.2831916809082,817279,64,4.0
64,4,11,random,77.47777211747834,77.44966125488281,817279,64,
64,16,11,data,23.475949436134623,23.619043350219727,817279,64,
64,16,11,shuffled,29.11047375411767,29.105146408081055,817279,64,0.0
64,16,11,shuffled,29.09569845118031,29.098712921142578,817279,64,1.0
64,16,11,shuffled,29.103674611569094,29.108482360839844,817279,64,2.0
64,16,11,shuffled,29.119382163258287,29.11505889892578,817279,64,3.0
64,16,11,shuffled,29.088043264714525,29.091922760009766,817279,64,4.0
64,16,11,random,70.40939315493048,70.34913635253906,817279,64,
64,64,11,data,20.877589984478288,20.895130157470703,817279,64,
64,64,11,shuffled,25.702190870476606,25.688182830810547,817279,64,0.0
64,64,11,shuffled,25.69867151023005,25.678184509277344,817279,64,1.0
64,64,11,shuffled,25.696520619859623,25.673175811767578,817279,64,2.0
64,64,11,shuffled,25.69094521760914,25.67121696472168,817279,64,3.0
64,64,11,shuffled,25.699697879827763,25.68218231201172,817279,64,4.0
64,64,11,random,64.05380789842665,63.91443634033203,817279,64,
64,4,22,data,27.254239067912504,27.388980865478516,817279,64,
64,4,22,shuffled,37.282397625402645,37.266326904296875,817279,64,0.0
64,4,22,shuffled,37.278566380219736,37.28394317626953,817279,64,1.0
64,4,22,shuffled,37.25387873619159,37.255126953125,817279,64,2.0
64,4,22,shuffled,37.2409457278582,37.2379150390625,817279,64,3.0
64,4,22,shuffled,37.24658574357838,37.238304138183594,817279,64,4.0
64,4,22,random,77.48684189805354,77.46725463867188,817279,64,
64,16,22,data,23.462385248241794,23.46746063232422,817279,64,
64,16,22,shuffled,29.10762488931963,29.110868453979492,817279,64,0.0
64,16,22,shuffled,29.11342104244739,29.110681533813477,817279,64,1.0
64,16,22,shuffled,29.110326356173648,29.11276626586914,817279,64,2.0
64,16,22,shuffled,29.09188285958954,29.090465545654297,817279,64,3.0
64,16,22,shuffled,29.132004264534434,29.12818145751953,817279,64,4.0
64,16,22,random,70.4143201795309,70.37068176269531,817279,64,
64,64,22,data,20.86628765828884,20.791339874267578,817279,64,
64,64,22,shuffled,25.70041298961286,25.690547943115234,817279,64,0.0
64,64,22,shuffled,25.70195089748395,25.688961029052734,817279,64,1.0
64,64,22,shuffled,25.698090049454628,25.684736251831055,817279,64,2.0
64,64,22,shuffled,25.701248703455402,25.691246032714844,817279,64,3.0
64,64,22,shuffled,25.700612907847812,25.68337631225586,817279,64,4.0
64,64,22,random,64.05043262084858,63.95307159423828,817279,64,
64,4,33,data,27.276666310779234,27.918718338012695,817279,64,
64,4,33,shuffled,37.24807051212597,37.25502014160156,817279,64,0.0
64,4,33,shuffled,37.25740677883147,37.2734375,817279,64,1.0
64,4,33,shuffled,37.294002322489455,37.2940788269043,817279,64,2.0
64,4,33,shuffled,37.29396006195111,37.29691696166992,817279,64,3.0
64,4,33,shuffled,37.24841749375538,37.2484130859375,817279,64,4.0
64,4,33,random,77.48753145526815,77.45429229736328,817279,64,
64,16,33,data,23.411294987402222,23.744810104370117,817279,64,
64,16,33,shuffled,29.100817718872076,29.08997344970703,817279,64,0.0
64,16,33,shuffled,29.109827814246877,29.1087646484375,817279,64,1.0
64,16,33,shuffled,29.092784301482,29.094837188720703,817279,64,2.0
64,16,33,shuffled,29.08304305679525,29.076608657836914,817279,64,3.0
64,16,33,shuffled,29.110024015511563,29.09134292602539,817279,64,4.0
64,16,33,random,70.4196322727786,70.35252380371094,817279,64,
64,64,33,data,20.826630835362607,21.000329971313477,817279,64,
64,64,33,shuffled,25.695114525235912,25.67160987854004,817279,64,0.0
64,64,33,shuffled,25.699981331026667,25.681541442871094,817279,64,1.0
64,64,33,shuffled,25.697980534122102,25.681468963623047,817279,64,2.0
64,64,33,shuffled,25.69421831228517,25.675458908081055,817279,64,3.0
64,64,33,shuffled,25.7031108426053,25.69535255432129,817279,64,4.0
64,64,33,random,64.05211769362185,63.895233154296875,817279,64,
512,4,11,data,24.35769431798968,24.521020889282227,817221,509,
512,4,11,shuffled,37.19698483019805,37.18910217285156,817221,509,0.0
512,4,11,shuffled,37.18746888685053,37.17962646484375,817221,509,1.0
512,4,11,shuffled,37.192484598284274,37.19815444946289,817221,509,2.0
512,4,11,shuffled,37.197913119042695,37.19197082519531,817221,509,3.0
512,4,11,shuffled,37.205831185780056,37.19407653808594,817221,509,4.0
512,4,11,random,76.4567777783854,76.37901306152344,817221,509,
512,16,11,data,21.19841319391372,21.251630783081055,817221,509,
512,16,11,shuffled,28.901554304702294,28.883298873901367,817221,509,0.0
512,16,11,shuffled,28.902478882941274,28.879125595092773,817221,509,1.0
512,16,11,shuffled,28.90907131131403,28.88516616821289,817221,509,2.0
512,16,11,shuffled,28.891991602919667,28.872148513793945,817221,509,3.0
512,16,11,shuffled,28.90492276952567,28.88137435913086,817221,509,4.0
512,16,11,random,68.19406069795792,68.03663635253906,817221,509,
512,64,11,data,18.482883215020873,18.43199348449707,817221,509,
512,64,11,shuffled,24.86307149620635,24.77313232421875,817221,509,0.0
512,64,11,shuffled,24.862988245240967,24.78194808959961,817221,509,1.0
512,64,11,shuffled,24.863026948950463,24.77922821044922,817221,509,2.0
512,64,11,shuffled,24.860757693045834,24.775516510009766,817221,509,3.0
512,64,11,shuffled,24.864076942896606,24.779247283935547,817221,509,4.0
512,64,11,random,59.35271441975776,59.03228759765625,817221,509,
512,4,22,data,24.36101734115623,24.55406951904297,817234,510,
512,4,22,shuffled,37.204743603364925,37.19990921020508,817234,510,0.0
512,4,22,shuffled,37.17108368852066,37.16345977783203,817234,510,1.0
512,4,22,shuffled,37.190028796226805,37.168243408203125,817234,510,2.0
512,4,22,shuffled,37.18636566389544,37.18319320678711,817234,510,3.0
512,4,22,shuffled,37.196776465953356,37.19193649291992,817234,510,4.0
512,4,22,random,76.44176525767715,76.36030578613281,817234,510,
512,16,22,data,21.19391055714481,21.25223731994629,817234,510,
512,16,22,shuffled,28.904572297863602,28.88334083557129,817234,510,0.0
512,16,22,shuffled,28.906521010328905,28.891855239868164,817234,510,1.0
512,16,22,shuffled,28.904354171789432,28.876344680786133,817234,510,2.0
512,16,22,shuffled,28.893533968331088,28.8791561126709,817234,510,3.0
512,16,22,shuffled,28.907898748024294,28.89067268371582,817234,510,4.0
512,16,22,random,68.18290248608118,68.0212631225586,817234,510,
512,64,22,data,18.4749093965704,18.4195499420166,817234,510,
512,64,22,shuffled,24.86410183251509,24.7696533203125,817234,510,0.0
512,64,22,shuffled,24.87083750566257,24.792211532592773,817234,510,1.0
512,64,22,shuffled,24.86443982431599,24.771196365356445,817234,510,2.0
512,64,22,shuffled,24.86515714575756,24.774032592773438,817234,510,3.0
512,64,22,shuffled,24.860712959529046,24.771940231323242,817234,510,4.0
512,64,22,random,59.345223420169546,59.014034271240234,817234,510,
512,4,33,data,24.352339924916848,24.495473861694336,817124,507,
512,4,33,shuffled,37.19345859613842,37.1873779296875,817124,507,0.0
512,4,33,shuffled,37.17426893021923,37.162506103515625,817124,507,1.0
512,4,33,shuffled,37.18783456406755,37.19212341308594,817124,507,2.0
512,4,33,shuffled,37.18572815011209,37.1768798828125,817124,507,3.0
512,4,33,shuffled,37.19596311112724,37.185394287109375,817124,507,4.0
512,4,33,random,76.43860554583436,76.36831665039062,817124,507,
512,16,33,data,21.194140820758577,21.240158081054688,817124,507,
512,16,33,shuffled,28.90511638368291,28.88750457763672,817124,507,0.0
512,16,33,shuffled,28.901063518451902,28.87946128845215,817124,507,1.0
512,16,33,shuffled,28.91077731318951,28.891939163208008,817124,507,2.0
512,16,33,shuffled,28.901111041181114,28.883031845092773,817124,507,3.0
512,16,33,shuffled,28.903981680447117,28.883058547973633,817124,507,4.0
512,16,33,random,68.19136838649524,68.0498046875,817124,507,
512,64,33,data,18.48120275361195,18.435400009155273,817124,507,
512,64,33,shuffled,24.86577334947562,24.79466438293457,817124,507,0.0
512,64,33,shuffled,24.86507595953331,24.794252395629883,817124,507,1.0
512,64,33,shuffled,24.868049682498217,24.79528045654297,817124,507,2.0
512,64,33,shuffled,24.866894659154617,24.79340362548828,817124,507,3.0
512,64,33,shuffled,24.868273742826347,24.795940399169922,817124,507,4.0
512,64,33,random,59.365608585665655,59.078208923339844,817124,507,
2048,4,11,data,22.646704928257687,22.866943359375,817093,2030,
2048,4,11,shuffled,36.930211600672486,36.89013671875,817093,2030,0.0
2048,4,11,shuffled,36.92708656833575,36.87900924682617,817093,2030,1.0
2048,4,11,shuffled,36.919874095752526,36.88909149169922,817093,2030,2.0
2048,4,11,shuffled,36.955836272650906,36.91734313964844,817093,2030,3.0
2048,4,11,shuffled,36.95276536842355,36.918174743652344,817093,2030,4.0
2048,4,11,random,74.42582708053253,74.21034240722656,817093,2030,
2048,16,11,data,19.454945716522786,19.55888557434082,817093,2030,
2048,16,11,shuffled,28.26036481154684,28.171180725097656,817093,2030,0.0
2048,16,11,shuffled,28.256458584360054,28.161733627319336,817093,2030,1.0
2048,16,11,shuffled,28.25999366793849,28.160598754882812,817093,2030,2.0
2048,16,11,shuffled,28.253866887348867,28.154911041259766,817093,2030,3.0
2048,16,11,shuffled,28.25655471274885,28.155885696411133,817093,2030,4.0
2048,16,11,random,64.1501659936257,63.71794128417969,817093,2030,
2048,64,11,data,15.428461699672342,15.255595207214355,817043,2029,
2048,64,11,shuffled,21.935653055919932,21.495830535888672,817043,2029,0.0
2048,64,11,shuffled,21.93232098881645,21.501361846923828,817043,2029,1.0
2048,64,11,shuffled,21.93280437698721,21.49908447265625,817043,2029,2.0
2048,64,11,shuffled,21.934011035920463,21.50345802307129,817043,2029,3.0
2048,64,11,shuffled,21.933531339130646,21.49721908569336,817043,2029,4.0
2048,64,11,random,51.038222562516474,50.060577392578125,817043,2029,
2048,4,22,data,22.646047842982316,22.890132904052734,817156,2034,
2048,4,22,shuffled,36.935290579998,36.89849853515625,817156,2034,0.0
2048,4,22,shuffled,36.94209653989759,36.8955192565918,817156,2034,1.0
2048,4,22,shuffled,36.91649210809864,36.8797721862793,817156,2034,2.0
2048,4,22,shuffled,36.936527896744025,36.898223876953125,817156,2034,3.0
2048,4,22,shuffled,36.942142673092626,36.90888595581055,817156,2034,4.0
2048,4,22,random,74.42742183329152,74.20289611816406,817156,2034,
2048,16,22,data,19.45435037887362,19.569427490234375,817156,2034,
2048,16,22,shuffled,28.255705581517038,28.150362014770508,817156,2034,0.0
2048,16,22,shuffled,28.265895974632635,28.164461135864258,817156,2034,1.0
2048,16,22,shuffled,28.259936627846418,28.1599178314209,817156,2034,2.0
2048,16,22,shuffled,28.25944158038197,28.152809143066406,817156,2034,3.0
2048,16,22,shuffled,28.257445524844876,28.149877548217773,817156,2034,4.0
2048,16,22,random,64.14109569268606,63.69026184082031,817156,2034,
2048,64,22,data,15.41766301069093,15.236088752746582,817102,2033,
2048,64,22,shuffled,21.93556779308939,21.480792999267578,817102,2033,0.0
2048,64,22,shuffled,21.922771769390845,21.46595573425293,817102,2033,1.0
2048,64,22,shuffled,21.931920509039053,21.472414016723633,817102,2033,2.0
2048,64,22,shuffled,21.924615827450094,21.4695987701416,817102,2033,3.0
2048,64,22,shuffled,21.927691766549998,21.471256256103516,817102,2033,4.0
2048,64,22,random,51.02452920279999,49.996543884277344,817102,2033,
2048,4,33,data,22.648881363689192,22.86817169189453,817169,2032,
2048,4,33,shuffled,36.92086766219597,36.86807632446289,817169,2032,0.0
2048,4,33,shuffled,36.92445940328151,36.89899826049805,817169,2032,1.0
2048,4,33,shuffled,36.93570818614395,36.90839767456055,817169,2032,2.0
2048,4,33,shuffled,36.94056724026838,36.899967193603516,817169,2032,3.0
2048,4,33,shuffled,36.9345013722788,36.88949203491211,817169,2032,4.0
2048,4,33,random,74.44326543827881,74.22810363769531,817169,2032,
2048,16,33,data,19.456540189218416,19.561111450195312,817169,2032,
2048,16,33,shuffled,28.261668115164063,28.1644344329834,817169,2032,0.0
2048,16,33,shuffled,28.26569791097827,28.17439079284668,817169,2032,1.0
2048,16,33,shuffled,28.259161355052797,28.174097061157227,817169,2032,2.0
2048,16,33,shuffled,28.25940033825605,28.162429809570312,817169,2032,3.0
2048,16,33,shuffled,28.260305369857086,28.168838500976562,817169,2032,4.0
2048,16,33,random,64.13241367016559,63.70759201049805,817169,2032,
2048,64,33,data,15.422688822359406,15.250222206115723,817169,2032,
2048,64,33,shuffled,21.932221847061452,21.495729446411133,817169,2032,0.0
2048,64,33,shuffled,21.93177799989764,21.498964309692383,817169,2032,1.0
2048,64,33,shuffled,21.931785008997558,21.4960880279541,817169,2032,2.0
2048,64,33,shuffled,21.92955672734532,21.50033950805664,817169,2032,3.0
2048,64,33,shuffled,21.928204025614683,21.496931076049805,817169,2032,4.0
2048,64,33,random,51.03021916216718,50.05049133300781,817169,2032,
