utterance_id,k1,k2,condition,pesq,stoi,mel_l1
7113-86041-0015,2048,4,GroundTruth,1.0897667407989502,0.7783702657587218,1.147046685218811
7113-86041-0015,2048,4,StateCondVQ,1.0262258052825928,0.36251315744836826,5.997321128845215
7113-86041-0015,2048,4,GlobalVQ,1.0427228212356567,0.39459649987666057,4.012676239013672
7113-86041-0015,2048,4,RandomDir,1.0846385955810547,0.3113042199339659,6.6438517570495605
7113-86041-0053,2048,4,GroundTruth,1.1196736097335815,0.771618141842177,1.1358907222747803
7113-86041-0053,2048,4,StateCondVQ,1.0631647109985352,0.316048509727655,6.527354717254639
7113-86041-0053,2048,4,GlobalVQ,1.0303492546081543,0.319391587760933,3.429880380630493
7113-86041-0053,2048,4,RandomDir,1.0328710079193115,0.30208938372251637,6.312535762786865
4297-13009-0063,2048,4,GroundTruth,1.1749403476715088,0.8173520305572697,1.0594788789749146
4297-13009-0063,2048,4,StateCondVQ,1.0824971199035645,0.38940307060060636,4.942989349365234
4297-13009-0063,2048,4,GlobalVQ,1.041721224784851,0.4004636718220934,3.832371711730957
4297-13009-0063,2048,4,RandomDir,1.0336993932724,0.32660530850056113,6.046823501586914
4297-13006-0037,2048,4,GroundTruth,1.253563404083252,0.8068557805843102,0.9566371440887451
4297-13006-0037,2048,4,StateCondVQ,1.0495158433914185,0.2943484560477978,6.6925883293151855
4297-13006-0037,2048,4,GlobalVQ,1.0651777982711792,0.4252156708087769,6.148407936096191
4297-13006-0037,2048,4,RandomDir,1.0908616781234741,0.32066355977936173,5.91940450668335
5322-7679-0029,2048,4,GroundTruth,1.2230896949768066,0.8409395694562806,1.1128039360046387
5322-7679-0029,2048,4,StateCondVQ,1.0306440591812134,0.37783282673277685,4.95651912689209
5322-7679-0029,2048,4,GlobalVQ,1.0243732929229736,0.3740467225122593,4.828796863555908
5322-7679-0029,2048,4,RandomDir,1.025083065032959,0.30978294328285294,5.738707065582275
7367-86737-0042,2048,4,GroundTruth,1.1845250129699707,0.8065635222837937,1.0728415250778198
7367-86737-0042,2048,4,StateCondVQ,1.0429415702819824,0.26858542725072204,5.706513404846191
7367-86737-0042,2048,4,GlobalVQ,1.1310744285583496,0.29717937423744906,4.393179893493652
7367-86737-0042,2048,4,RandomDir,1.0263991355895996,0.18814448003994916,3.7341954708099365
374-180299-0046,2048,4,GroundTruth,1.1720784902572632,0.8352651022378585,1.0802268981933594
374-180299-0046,2048,4,StateCondVQ,1.037410020828247,0.3047201135845919,5.759530067443848
374-180299-0046,2048,4,GlobalVQ,1.0343562364578247,0.39707528380717966,5.284596920013428
374-180299-0046,2048,4,RandomDir,1.125354290008545,0.290978578420527,6.925546646118164
5322-7680-0005,2048,4,GroundTruth,1.1769070625305176,0.8015096395266947,1.1888149976730347
5322-7680-0005,2048,4,StateCondVQ,1.0251020193099976,0.3335035736129125,6.0771708488464355
5322-7680-0005,2048,4,GlobalVQ,1.0545638799667358,0.3453551753445989,4.9663987159729
5322-7680-0005,2048,4,RandomDir,3.338390588760376,0.30263237865605713,6.848518371582031
6529-62554-0053,2048,4,GroundTruth,1.2389686107635498,0.816987131503523,0.9158737063407898
6529-62554-0053,2048,4,StateCondVQ,1.0648902654647827,0.4018431779794515,8.317636489868164
6529-62554-0053,2048,4,GlobalVQ,1.0747538805007935,0.3364562552605648,3.837508201599121
6529-62554-0053,2048,4,RandomDir,1.0456078052520752,0.28437735249597346,6.828865051269531
8226-274369-0026,2048,4,GroundTruth,1.100632905960083,0.801827608566138,1.156775712966919
8226-274369-0026,2048,4,StateCondVQ,1.091461181640625,0.3331861453814339,4.058993816375732
8226-274369-0026,2048,4,GlobalVQ,1.1039369106292725,0.32976798606902813,5.2990803718566895
8226-274369-0026,2048,4,RandomDir,1.027699589729309,0.3434471359836135,6.1375555992126465
4297-13009-0015,2048,4,GroundTruth,1.164841890335083,0.8142330329596736,1.0966452360153198
4297-13009-0015,2048,4,StateCondVQ,1.02558434009552,0.45754533458282876,6.311925411224365
4297-13009-0015,2048,4,GlobalVQ,1.0404584407806396,0.3980329590886938,5.127603530883789
4297-13009-0015,2048,4,RandomDir,1.030940294265747,0.3201716048824149,4.8122782707214355
5322-7679-0008,2048,4,GroundTruth,1.1855981349945068,0.8300828751432264,1.155051589012146
5322-7679-0008,2048,4,StateCondVQ,1.0388281345367432,0.3991824269971652,3.8462331295013428
5322-7679-0008,2048,4,GlobalVQ,1.0450894832611084,0.32272511819845046,4.305542469024658
5322-7679-0008,2048,4,RandomDir,1.024895191192627,0.3288359503510819,6.105860710144043
374-180298-0035,2048,4,GroundTruth,1.140101671218872,0.8191966624061302,1.2504979372024536
374-180298-0035,2048,4,StateCondVQ,1.0373406410217285,0.3131026847061417,7.0578742027282715
374-180298-0035,2048,4,GlobalVQ,1.0421738624572754,0.3025174468014495,6.010718822479248
374-180298-0035,2048,4,RandomDir,2.4680826663970947,0.2482777140741148,5.819125175476074
6367-65536-0006,2048,4,GroundTruth,1.1600788831710815,0.8142110113150721,0.9100821614265442
6367-65536-0006,2048,4,StateCondVQ,1.0503175258636475,0.3798724914532106,6.234062194824219
6367-65536-0006,2048,4,GlobalVQ,1.0363668203353882,0.34616370092742343,5.139882564544678
6367-65536-0006,2048,4,RandomDir,1.0577998161315918,0.32708600172900504,6.339519500732422
7367-86737-0041,2048,4,GroundTruth,1.2915899753570557,0.7986921560107971,0.9488608241081238
7367-86737-0041,2048,4,StateCondVQ,1.060428500175476,0.26906282770196016,3.9551784992218018
7367-86737-0041,2048,4,GlobalVQ,1.0679577589035034,0.45433678000567784,5.768238067626953
7367-86737-0041,2048,4,RandomDir,1.046517252922058,0.2311352333455417,5.608380317687988
6367-65536-0036,2048,4,GroundTruth,1.1641701459884644,0.8037184288009648,0.9578422904014587
6367-65536-0036,2048,4,StateCondVQ,1.1048521995544434,0.4266142173312034,6.971449375152588
6367-65536-0036,2048,4,GlobalVQ,1.07224702835083,0.45364503254972327,6.719629764556885
6367-65536-0036,2048,4,RandomDir,1.0761284828186035,0.31332663550692574,5.9728617668151855
6367-65536-0010,2048,4,GroundTruth,1.175704836845398,0.8211526571370802,0.9002047777175903
6367-65536-0010,2048,4,StateCondVQ,1.0507527589797974,0.43944278794570524,6.507512092590332
6367-65536-0010,2048,4,GlobalVQ,1.1274316310882568,0.4751013060491583,6.971846103668213
6367-65536-0010,2048,4,RandomDir,1.1367746591567993,0.33980236354907406,6.107959747314453
374-180298-0061,2048,4,GroundTruth,1.1398199796676636,0.7937907926610726,1.1891257762908936
374-180298-0061,2048,4,StateCondVQ,1.0289992094039917,0.2746454577118015,6.152645587921143
374-180298-0061,2048,4,GlobalVQ,1.0519100427627563,0.2556002571676359,4.860432147979736
374-180298-0061,2048,4,RandomDir,1.0315518379211426,0.26390408887050165,6.436158657073975
6529-62556-0044,2048,4,GroundTruth,1.2383023500442505,0.8055896911381423,0.9026404023170471
6529-62556-0044,2048,4,StateCondVQ,1.0520838499069214,0.3268210852245789,3.186859369277954
6529-62556-0044,2048,4,GlobalVQ,1.0718860626220703,0.3200425072619641,3.66636061668396
6529-62556-0044,2048,4,RandomDir,1.0478568077087402,0.2126888037826342,4.986108303070068
5322-7678-0007,2048,4,GroundTruth,1.1803579330444336,0.8195259751045536,1.1866698265075684
5322-7678-0007,2048,4,StateCondVQ,1.1424331665039062,0.34613974129053426,3.7577669620513916
5322-7678-0007,2048,4,GlobalVQ,1.0611681938171387,0.3052976586651372,3.748654842376709
5322-7678-0007,2048,4,RandomDir,1.6889922618865967,0.30595675285213725,6.078216075897217
